fam_ID__	seq_ct	present	below	equal	above	glyma	phavu	vigan	vigra	vigun	cajca	medtr	cicar	tripr	lotja	lupan	aradu	araip	arahy
L_LG9M6S	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LGB315	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGBDNK	17	14	11	3	0	2	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LGBDWG	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGBDWM	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGBPLQ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGC3V7	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGC6MC	16	14	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	
L_LGJYKW	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LGKXK3	16	13	11	3	0	1	1	0	1	1	2	1	1	1	1	2	1	1	2	
L_LGMT0Q	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGN1XY	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGP73F	17	14	11	3	0	2	1	1	1	1	1	1	2	1	1	1	1	1	2	
L_LGQCXS	16	13	11	3	0	2	1	1	1	1	1	1	1	1	0	2	1	1	2	
L_LGQTX6	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGRYHJ	16	13	11	3	0	2	1	1	1	1	1	1	2	1	0	1	1	1	2	
L_LGTXJG	17	14	12	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	
L_LGYYTN	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LGZ3KT	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LH22Q0	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LH4083	16	13	11	3	0	2	1	1	0	1	1	1	1	1	1	2	1	1	2	
L_LH6F9Y	17	13	11	2	1	2	1	1	1	1	0	1	1	1	1	3	1	1	2	
L_LH6X86	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LH8RRG	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LH94JK	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LHB60C	16	14	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	
L_LHCK5W	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LHD3SM	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LHDCQT	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LHDMHL	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LHLV0D	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LHRBFC	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LHTBC7	16	13	11	3	0	2	1	0	1	1	1	1	1	1	1	2	1	1	2	
L_LHTHF0	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LHTLJ0	16	12	10	4	0	1	1	0	0	2	1	2	1	1	1	2	1	1	2	
L_LHX3VW	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJ0CXP	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LJ2QHD	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJ39DS	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJ48YM	17	14	11	3	0	2	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LJ6PNS	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJ7YW5	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJ9MHZ	17	14	11	3	0	2	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LJBH70	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJBSG1	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJC2L9	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJCL8X	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJDH0G	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJFJ1J	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJGYWJ	16	14	12	2	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	
L_LJHJQF	16	12	10	4	0	2	1	1	0	1	1	1	0	1	2	2	1	1	2	
L_LJJ16C	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJK08D	16	13	11	3	0	2	1	0	1	2	1	1	1	1	1	1	1	1	2	
L_LJNZNH	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LJQK2P	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJR6T0	18	14	11	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	
L_LJRX1K	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LJRYDF	16	13	11	3	0	1	1	1	0	1	1	1	1	2	2	1	1	1	2	
L_LJVBLN	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LJXX9N	16	13	11	3	0	2	1	1	1	1	1	0	1	1	1	2	1	1	2	
L_LJXXWH	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LK3PJS	17	14	11	3	0	2	1	1	1	1	2	1	1	1	1	1	1	1	2	
L_LK42YB	16	13	12	1	1	3	1	1	1	1	1	1	0	1	1	1	1	1	2	
L_LK700C	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LK7XZR	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LK8JM1	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LKB9HF	16	14	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	
L_LKCGSX	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LKGYKH	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LKJWMR	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LKM5GN	17	14	11	3	0	2	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LKMKJ7	16	14	12	2	0	1	1	1	1	1	1	1	2	1	1	1	1	1	2	
L_LKN6KC	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	
L_LKRLLQ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LKS29Y	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LKVDXV	16	12	10	4	0	2	1	0	0	2	1	1	1	1	2	1	1	1	2	
L_LKVSL6	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LL10LY	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LL479B	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LL4SLW	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LL4YNC	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LL5520	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LL7MNV	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LL9NTN	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LLB51Q	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LLBBJ1	16	14	12	2	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	
L_LLCVV5	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LLL66H	16	13	11	3	0	2	1	1	1	1	1	1	1	1	2	0	1	1	2	
L_LLM09H	16	12	11	2	1	2	1	0	1	1	1	1	0	1	1	2	1	1	3	
L_LLPXQ6	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LLR3MZ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LLSC0W	16	13	11	3	0	2	1	1	0	2	1	1	1	1	1	1	1	1	2	
L_LLTKMV	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LLV4K9	16	13	11	3	0	2	1	1	1	1	0	1	2	1	1	1	1	1	2	
L_LLZQTX	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LM4DY8	17	13	11	2	1	2	1	1	1	1	1	1	1	1	0	3	1	1	2	
L_LM9YYF	16	13	11	3	0	2	1	1	1	1	0	1	1	1	2	1	1	1	2	
L_LMF6F1	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LMGVSF	16	14	12	2	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	
L_LMLXDY	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LMNZ56	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LMR86V	16	13	11	3	0	2	1	1	1	1	1	1	1	0	2	1	1	1	2	
L_LMRS2S	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LMSNBB	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LMSZ9D	16	13	11	3	0	2	1	1	0	1	1	1	1	1	1	2	1	1	2	
L_LMY9F5	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LMYDJP	16	13	11	3	0	2	1	1	0	1	1	1	1	1	2	1	1	1	2	
L_LMZ3BW	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LN0XTC	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LN2HK4	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LN69S5	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LN9LST	16	13	11	3	0	2	1	1	0	1	1	1	1	1	1	2	1	1	2	
L_LNJ4SD	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNK34Q	16	13	11	3	0	2	1	1	1	2	1	1	1	1	1	0	1	1	2	
L_LNK3Y9	16	13	11	3	0	2	1	1	1	1	1	1	1	1	0	2	1	1	2	
L_LNKC8D	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LNLMK3	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNN2L2	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNP6TV	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNPL73	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNQHTM	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LNRN41	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNTM94	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNX4YK	16	13	11	3	0	2	1	1	1	1	1	1	1	1	2	0	1	1	2	
L_LNYJWF	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNZ0KR	18	14	11	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	
L_LNZ8GX	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNZBBX	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNZQ4K	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LNZS5W	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LP01V0	16	13	11	3	0	2	1	1	1	1	1	1	0	1	1	2	1	1	2	
L_LP1QX8	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LP49CZ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LP5F2M	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LP66B6	17	13	11	2	1	2	1	0	1	1	1	1	1	1	1	3	1	1	2	
L_LPHLLJ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LPLBS7	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LPLMHB	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LPR9BS	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LPTSKK	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LPVLQ7	16	13	11	3	0	2	1	1	1	1	1	1	0	1	1	2	1	1	2	
L_LPX53H	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LPZLJ2	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQ26TY	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQ2RZ7	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQ4ZC6	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQ5DKZ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQ7GKN	17	14	11	3	0	2	1	1	1	1	2	1	1	1	1	1	1	1	2	
L_LQ99QH	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LQCM31	17	14	11	3	0	2	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LQCX0P	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LQH65V	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQH71C	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQHV0B	16	13	12	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	3	
L_LQHXXX	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQJ79R	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQMB56	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQPNQD	16	14	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	
L_LQVQXL	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LQX682	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LR0Q5N	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LR1BN5	17	12	10	3	1	2	1	1	0	1	1	2	3	1	0	1	1	1	2	
L_LR4N6Z	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LR9BZQ	16	14	12	2	0	1	1	1	1	1	1	2	1	1	1	1	1	1	2	
L_LR9Z43	16	13	11	3	0	2	1	1	0	1	1	1	1	1	1	1	1	2	2	
L_LRBCG6	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRBNDB	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRFCL9	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRH4B0	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRHDYY	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRKQR8	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRQ1NJ	16	13	11	3	0	2	1	1	0	2	1	1	1	1	1	1	1	1	2	
L_LRQ85J	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LRTGK1	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRV8C3	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRXJR6	16	13	11	3	0	2	1	1	1	1	1	1	0	1	1	2	1	1	2	
L_LRZ866	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LRZSYL	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LS16W8	16	13	12	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	3	
L_LS1Y05	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LS2264	16	13	11	3	0	2	1	1	2	1	1	1	1	0	1	1	1	1	2	
L_LS2X06	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LS3QMY	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LS40VJ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LS6NTD	16	12	10	4	0	2	0	1	1	1	1	2	1	0	1	2	1	1	2	
L_LS7FSX	16	13	12	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	3	
L_LS861X	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LS9CKN	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LSD43R	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LSKPW5	17	14	11	3	0	2	1	1	1	1	1	1	1	1	2	2	1	1	1	
L_LSKT36	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LSMGGV	16	13	11	3	0	2	1	1	1	1	2	1	1	0	1	1	1	1	2	
L_LSMWYS	16	14	12	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
L_LSN0K6	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LSN89X	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LSPBR9	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LSVJBC	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LSVKC1	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LSX64J	16	14	12	2	0	1	1	1	1	1	1	2	1	1	1	1	1	1	2	
L_LSYRH6	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LSZF09	16	13	11	3	0	2	1	1	1	1	1	1	1	0	1	2	1	1	2	
L_LT00Q0	16	14	12	2	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	
L_LT2RBY	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LT53PQ	18	14	10	4	0	2	1	1	1	1	1	1	1	1	2	2	1	1	2	
L_LT7RL1	16	13	11	3	0	2	1	1	1	1	0	1	1	1	1	2	1	1	2	
L_LT9XFG	16	14	12	2	0	1	1	1	2	1	1	1	1	1	1	1	1	1	2	
L_LTF1X6	16	13	11	3	0	2	1	1	1	1	1	1	1	1	0	2	1	1	2	
L_LTF5D3	16	14	12	2	0	1	1	2	1	1	1	1	1	1	1	1	1	1	2	
L_LTJ783	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LTJT45	17	14	11	3	0	2	1	1	1	1	1	1	1	1	1	1	2	1	2	
L_LTLHK9	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LTLYK5	16	13	11	3	0	2	1	1	1	1	0	1	1	1	1	2	1	1	2	
L_LTMC19	17	14	12	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	
L_LTP655	16	14	12	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	
L_LTR61W	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LTS1QN	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LTT7VS	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LTVXSG	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LTYTL9	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LV1CBQ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LV1DZN	17	13	10	4	0	2	1	1	0	1	1	1	1	1	2	2	1	1	2	
L_LV2QRQ	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LV64KQ	16	13	11	3	0	2	1	1	2	1	1	1	1	1	0	1	1	1	2	
L_LV7TKH	16	13	11	3	0	2	1	1	1	1	1	1	2	1	0	1	1	1	2	
L_LVDG4M	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LVDRKM	17	13	10	4	0	2	2	1	1	1	2	1	1	1	1	0	1	1	2	
L_LVG6Y6	17	13	11	2	1	3	1	1	1	1	1	1	1	1	0	2	1	1	2	
L_LVGZL8	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LVRZFQ	16	13	11	3	0	2	1	1	1	1	1	1	1	1	0	2	1	1	2	
L_LVS8M5	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LVSKNS	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LVSKVN	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LVV836	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LVYQXC	16	13	11	3	0	2	1	1	1	1	1	2	1	1	1	2	1	1	0	
L_LVZ79Q	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LW18TV	16	13	11	3	0	2	1	1	1	1	1	1	0	1	1	2	1	1	2	
L_LW1GBG	16	12	10	4	0	2	1	0	0	1	1	1	1	1	2	2	1	1	2	
L_LW2ZC5	16	13	11	3	0	2	1	1	1	1	1	1	1	2	1	0	1	1	2	
L_LW36S3	16	13	11	3	0	2	1	1	1	1	1	1	1	1	2	1	1	0	2	
L_LW5VDK	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LW6ZVD	16	13	11	3	0	2	1	1	1	1	1	1	1	1	1	2	1	0	2	
L_LW7BXC	18	13	10	3	1	2	1	1	1	1	1	1	1	1	2	2	1	0	3	
L_LWB97V	16	13	11	3	0	2	1	1	1	1	1	1	1	1	1	2	1	0	2	
L_LWBDSF	16	13	11	3	0	2	1	1	1	1	1	1	1	1	1	2	1	0	2	
L_LWBWBN	16	13	11	3	0	2	1	1	1	1	1	1	1	1	1	2	1	0	2	
L_LWGYK4	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LWHHNW	16	12	11	2	1	2	1	1	1	1	1	1	1	0	0	1	2	1	3	
L_LWHWKN	19	11	11	2	1	2	1	7	1	1	1	0	0	0	1	1	1	1	2	
L_LWKM9P	16	12	10	4	0	2	1	1	1	1	1	1	1	2	0	2	1	0	2	
L_LWL79Q	16	14	12	2	0	1	1	1	1	1	1	2	1	1	1	1	1	1	2	
L_LWNB5K	16	12	11	2	1	1	1	1	0	2	1	1	1	1	1	3	1	0	2	
L_LWNCJX	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LWQ9WR	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LWQRMQ	16	13	11	3	0	2	1	1	1	1	1	2	1	1	1	1	1	0	2	
L_LWVP53	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LWX3NS	16	13	12	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	3	
L_LWXKT9	17	13	11	2	1	2	1	1	1	2	1	1	1	1	0	1	1	1	3	
L_LWXQSJ	16	13	11	3	0	2	1	1	1	1	1	1	1	1	1	2	0	1	2	
L_LWY69B	16	13	11	3	0	2	1	1	1	1	1	1	1	1	2	1	0	1	2	
L_LWYBFV	16	13	11	3	0	2	1	1	1	1	1	1	1	1	1	2	0	1	2	
L_LX2MJD	16	13	11	3	0	2	1	1	1	1	2	1	1	1	1	1	0	1	2	
L_LX8WD6	16	13	11	3	0	2	1	1	1	1	1	1	2	1	1	1	0	1	2	
L_LX9NSV	16	13	11	3	0	2	1	1	1	1	1	1	1	1	2	1	0	1	2	
L_LXC7YZ	16	13	11	3	0	2	1	1	1	1	1	1	1	1	1	2	0	1	2	
L_LXFH4H	17	11	10	3	1	2	1	4	2	1	2	1	1	1	1	1	0	0	0	
L_LXH910	16	13	11	3	0	2	1	1	1	1	1	1	1	1	2	1	1	0	2	
L_LXJL7L	16	12	10	4	0	2	1	1	1	1	1	1	1	2	1	2	0	0	2	
L_LXP9KF	16	12	10	4	0	2	1	1	1	1	1	2	1	1	1	2	0	0	2	
L_LXQDDM	16	11	10	3	1	2	1	1	1	1	1	2	1	1	2	3	0	0	0	
L_LXX2QN	16	9	10	3	1	5	1	2	0	2	1	1	1	1	2	0	0	0	0	
L_LXXX7N	18	14	11	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	
L_LXYR00	20	10	10	2	2	1	1	1	1	1	0	6	2	4	0	1	0	0	2	
L_LY07SS	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LY0VXW	17	13	11	2	1	1	1	1	2	1	1	0	1	1	1	1	2	1	3	
L_LY2JXX	16	13	12	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	3	
L_LY5GXD	16	12	11	2	1	2	1	1	0	1	1	1	1	1	1	0	2	1	3	
L_LY7WP0	16	12	11	2	1	2	1	1	1	1	1	1	0	1	0	1	2	1	3	
L_LYFLH5	18	12	11	1	2	1	1	1	1	1	1	1	1	1	0	0	4	2	3	
L_LYG7KW	17	14	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	
L_LYGN13	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LYJM0J	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LYJXYK	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LYQ550	17	13	12	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	4	
L_LYRGD2	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LYRMRW	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LYX7MF	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LYYXYF	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LZ2L74	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LZ4ZS4	16	14	12	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
L_LZCB1D	16	13	12	1	1	3	1	1	1	1	0	1	1	1	1	1	1	1	2	
